Words,Language
purthi,Kannada
sho,Kannada
haaki,Kannada
.,sym
Ora,Tulu
ayana,Tulu
pukuli,Tulu
naadthu,Tulu
korle,Tulu
papa,Tulu
.,sym
umeshaNNa,Name
kaamiDiyannu,Kannada
yannu,Kannada
nivu,Kannada
marethiraa,Kannada
.,sym
Umbena,Tulu
pukuli,Tulu
naadga,Tulu
u,English
d,English
.,sym
Kudladakulna,Tulu
alarm,English
tone,English
kudla,Location
dakulu,Tulu
yer,Tulu
matha,Tulu
uller,Tulu
jai,Name
tulunad,Location
.,sym
Inchene,Tulu
pura,Tulu
seen,English
padi,Tulu
boka,Tulu
film,English
enek,Tulu
tupini,Tulu
karma,Kannada
e,Tulu
picture,English
edde,Tulu
iji,Tulu
.,sym
Superb,English
no,English
one,English
else,English
can,English
beat,English
this,English
team,English
gammathand,Tulu
.,sym
Ayyooo,Tulu
deva,Name
avaste,Tulu
.,sym
Appe,Tulu
Ubbiyer,Tulu
Video,English
malpunayena,Tulu
mithth,Tulu
Video,English
malpunaye,Tulu
Bewarsi,Tulu
g,Tulu
Thu,Tulu
Thu,Tulu
Rande,Tulu
Mage,Tulu
.,sym
thuLunaaDina,Kannada
vaDivelu,Tulu
acting,English
.,sym
Trending,English
on,English
mangluru,Location
udupi,Location
pukili,Tulu
mayanda,Tulu
.,sym
Next,English
da,Tulu
shot,English
movieg,Mixed
kathodulla,Tulu
Super,English
song,English
super,English
.,sym
Maayada,Kannada
pukuli,Tulu
ye,Tulu
.,sym
Wow,English
nice,English
ajjan,Tulu
nijavaad,Tulu
thuyilekka,Tulu
aaamD,Tulu
ajjaa,Kannada
.,sym
Swami,Kannada
koragajja,Name
erene,Tulu
ashirvada,Kannada
poorlena,Tulu
mitt,Tulu
uppad,Tulu
.,sym
Prashanth,Name
kinnigoli,Location
irena,Tulu
ponnana,Tulu
role,English
maathre,Tulu
super,English
.,sym
Msthu,Tulu
laayiku,Tulu
ittundappaaa,Tulu
.,sym
Movie,English
movie,English
nh,Tulu
dha,Kannada
leka,Kannada
malpule,Tulu
.,sym
sabai,Other
thik,Other
laagyoo,Other
abhinay,Name
svar,English
thar,Other
githakoo,Other
sirshak,Other
.,sym
Waww,English
shootingn,Mixed
tudh,English
full,English
time,English
pass,English
aand,Tulu
moviela,Mixed
upload,English
mlpule,Tulu
pls,English
.,sym
V,English
want,English
ur,English
nataka,Kannada
more,English
than,English
movie,English
.,sym
yenchina,Tulu
comedyye,Mixed
.,sym
yan,Tulu
itte,Tulu
ate,Tulu
avu,Tulu
film,English
tudu,Tulu
battini,Tulu
.,sym
gajjabakoo,Other
geeth,Other
hai,Other
.,sym
yetho,Tulu
varsada,Mixed
bukka,Tulu
kukkuda,Tulu
maratt,Tulu
puu,Tulu
athni,Tulu
.,sym
hha,English
hha,English
thelth,Tulu
thelth,Tulu
.,sym
Daye,Tulu
encha,Tulu
pura,Tulu
malpuvara,Tulu
.,sym
prasiddi,Kannada
parkaLa,Location
pura,Tulu
script,English
Du,Tulu
oamjaamDalaa,Tulu
eDDe,Tulu
pamch,English
aavaD,Tulu
aakTimg,English
aavaD,Tulu
iththamDaa,Tulu
.,sym
Sundarannan,Name
thunaga,Tulu
jolly,English
aapundu,Tulu
.,sym
Saman,Tulu
Maya,Kannada
avandina,Tulu
puniya,Tulu
.,sym
Anchoring,English
mlpunar,Tulu
er,Tulu
onthe,Tulu
jasthi,Tulu
tulu,Name
ne,Tulu
patherle,Tulu
.,sym
sunil,Name
ovar,English
aakTimg,English
appumDu,Tulu
kammi,Tulu
malpu,Tulu
ok,English
.,sym
navin,Name
Di,Other
paDil,Location
aravimd,Name
boLaara,Location
daane,Tulu
ijji,Kannada
.,sym
Nanu,Kannada
meghana,Name
Raj,Name
andukonde,Kannada
.,sym
Nurse,English
super,English
uller,Tulu
.,sym
Yenchi,Tulu
karma,Kannada
marre,Tulu
.,sym
Full,English
movie,English
upload,English
malpule,Tulu
plz,English
.,sym
plss,English
dagalbajilu,Tulu
upload,English
malpule,Tulu
.,sym
Meaning,English
full,English
drama,English
undu,Tulu
etteda,Tulu
life,English
yencha,Tulu
apundu,Tulu
pand,Tulu
e,Tulu
drama,English
tojaundu,Tulu
.,sym
Netha,Tulu
dumbudani,Tulu
yank,Tulu
aravind,Name
bolar,Location
bangalore,Location
da,Tulu
bust,Mixed
thikditter,Tulu
.,sym
Enchinade,Tulu
Raksha,Name
chi,Tulu
chi,Tulu
.,sym
Suprrrr,English
kukkku,Tulu
chotu,Name
.,sym
Yerna,Tulu
pura,Tulu
undu,Tulu
vedio,English
tudu,Tulu
pukuli,Tulu
Maya,Kannada
athnd,Tulu
.,sym
mer,Tulu
olu,Tulu
ippuni,Tulu
vaa,Tulu
uru,Kannada
.,sym
Kathe,Kannada
nana,Tulu
barevodu,Tulu
bokka,Tulu
appu,Name
nataka,Kannada
padle,Tulu
pls,English
.,sym
chotu,Name
super,English
anna,Kannada
.,sym
Mast,Tulu
ending,English
abbo,Tulu
sakathagi,Kannada
ittu,Tulu
.,sym
Oo,English
poppanakule,Tulu
baleg,Tulu
thiniyara,Tulu
chips,English
thikko,Tulu
.,sym
jai,Name
thulunaad,Location
chips,English
kalver,Tulu
pukkeler,Tulu
joklena,Tulu
comedy,English
mallakleg,Tulu
laik,Tulu
and,Tulu
panare,Tulu
ha,English
ha,English
superb,English
.,sym
Full,English
movie,English
korlaya,Tulu
.,sym
Enchi,Tulu
punk,Tulu
dha,Tulu
comydy,English
marre,Tulu
saav,Tulu
.,sym
Masth,Tulu
like,English
undu,Tulu
serial,English
tnk,English
u,English
all,English
.,sym
Dabba,Kannada
kaamiDi,English
Taim,English
vesT,English
.,sym
Uria,Tulu
nanturia,Tulu
kottaraya,Tulu
.,sym
Undet,Tulu
comedy,English
pandh,Tulu
aath,Tulu
dala,Tulu
ejjjand,Tulu
.,sym
Urea,Tulu
Suneria,Tulu
Nanthuria,Tulu
.,sym
Evergreen,English
hit,English
baalyada,Kannada
dinada,Kannada
Taim,English
paas,English
.,sym
Injectionda,Mixed
scene,English
mind,English
blowingye,Mixed
.,sym
heNNu,Kannada
maaye,Kannada
honnu,Kannada
maaye,Kannada
pukuli,Tulu
maayaak,Tulu
.,sym
shivanna,Name
Vijayanna,Name
naklena,Tulu
judgement,English
super,English
majabharathadla,Mixed
eeth,Tulu
edde,Tulu
judgement,English
ijji,Tulu
.,sym
Full,English
nataka,Kannada
upload,English
malpule,Tulu
.,sym
Deepak,Name
Rai,Name
no,English
bharati,Name
kushitha,Tulu
abhinaya,Kannada
.,sym
all,English
the,English
best,English
Abhinaya,Name
Udupi,Location
.,sym
Comedyla,Mixed
rajakeeyanaa,Kannada
mare,Tulu
savuuuu,Tulu
.,sym
Yaaradru,Kannada
idana,Kannada
translate,English
madtira,Kannada
.,sym
dala,Tulu
yedde,Tulu
athjjiye,Tulu
very,English
boring,English
.,sym
Bahrain,Location
and,English
Manga,Kannada
.,sym
Comedye,Tulu
ejji,Tulu
.,sym
Full,English
padle,Tulu
brooii,English
.,sym
sandeep,Name
shetty,Name
best,English
acting,English
ponnana,Tulu
overacting,English
.,sym
All,English
da,English
best,English
waiting,English
manthodu,Tulu
ulla,Tulu
.,sym
Oh,English
enna,Tulu
ajja,Kannada
kapule,Tulu
yan,Tulu
dilala,Tulu
ereta,Tulu
bedpe,Tulu
atha,Tulu
ajja,Kannada
ain,Tulu
edersale,Tulu
ajja,Kannada
.,sym
yekleg,Tulu
madthiddiya,Tulu
esta,Tulu
bolar,Location
sir,English
.,sym
Sunil,Name
anna,Kannada
mass,English
.,sym
Yenchi,Tulu
saav,Tulu
marre,Tulu
Dada,Tulu
matha,Tulu
Maya,Kannada
undaaa,Tulu
.,sym
Maya,Kannada
ati,Tulu
na,Tulu
pukulin,Tulu
plastic,English
surgery,English
malth,Tulu
sari,Tulu
malpuga,Tulu
.,sym
Lady,Mixed
partn,English
pardna,Tulu
arna,Tulu
dance,English
osm,English
enk,Tulu
masth,Tulu
ista,Kannada
and,English
arna,Tulu
dancingmatha,Mixed
.,sym
Kapikad,Location
avra,Kannada
comedy,English
natural,English
nice,English
.,sym
Pukuli,Tulu
tuluvas,English
like,English
malpule,Tulu
.,sym
Dislike,English
dhaye,Tulu
malpuvar,Tulu
support,English
malpule,Tulu
nammakuleg,Tulu
.,sym
badhai,Other
brothers,English
.,sym
gith,Other
yathi,Other
raamroo,Other
chh,Other
thar,Other
bhiuj,Other
kin,Other
gayan,Other
.,sym
baDDi,Kannada
kamalana,Name
kaiT,Tulu
sleT,English
.,sym
Kuch,Other
toh,Other
Gadbad,Other
Zaroor,Other
hai,Other
Daya,Name
.,sym
Babanna,Name
babanna,Name
Laka,Tulu
yedde,Tulu
ejje,Tulu
Flop,English
show,English
und,Tulu
.,sym
Disliked,English
this,English
WEBseries,English
Macchaa,Kannada
yenu,Kannada
kannada,Name
pada,Kannada
naa,Kannada
.,sym
Other,Name
da,Tulu
dabbingda,Mixed
mastersye,Mixed
.,sym
daamee,Other
chh,Other
geeth,Other
.,sym
Full,English
move,English
padlea,Tulu
bro,English
.,sym
supar,English
Dupar,English
masth,Tulu
jabardasth,Other
.,sym
Girgit,Tulu
film,English
full,English
barpuji,Tulu
daane,Tulu
frds,English
.,sym
Undhu,Tulu
surukke,Tulu
baarri,Tulu
jor,Tulu
undu,Tulu
ye,Tulu
.,sym
Embena,Tulu
pukuli,Tulu
olpa,Tulu
nadun,Tulu
marre,Tulu
.,sym
Kalavida,Kannada
vedike,Kannada
bittu,Kannada
hogiddu,Kannada
tappu,Kannada
.,sym
Imbena,Tulu
savdaa,Tulu
pukkuli,Tulu
.,sym
Nepalis,Name
like,English
mukul,Tulu
er,Tulu
maare,Tulu
.,sym
Full,English
movien,Mixed
yepa,Tulu
boss,English
.,sym
Nikk,Tulu
oriyag,Tulu
matrana,Tulu
pukuli,Tulu
uppuni,Tulu
.,sym
Kannada,Name
padoo,Tulu
kammi,Tulu
malple,English
tulu,Name
natakod,Tulu
.,sym
baththina,Tulu
puchche,Tulu
poNNad,Tulu
itthnda,Tulu
bega,Tulu
oamji,Tulu
kinni,Tulu
divaD,Tulu
.,sym
Sumar,Tulu
samaya,Kannada
kariyind,Tulu
Nxt,English
yapa,Tulu
dumbu,Tulu
popina,Tulu
.,sym
Rati,Other
Rati,Other
sapani,Other
ma,Other
aaune,Other
.,sym
iththe,Tulu
boLaar,Location
maathra,Kannada
kaapikaaD,Location
paDil,Location
vaamamjuru,Location
Da,Tulu
kaamiDi,English
kammi,Tulu
.,sym
vaalTer,Name
sar,English
shubhodaya,Kannada
.,sym
masthu,Tulu
pnda,Tulu
masthu,Tulu
porllathundu,Tulu
bnjara,Tulu
telipayar,Tulu
.,sym
WoW,English
Super,English
comedy,English
Both,English
ponjovuus,Tulu
beautiful,English
.,sym
Nattuna,Tulu
Etthe,Tulu
biznesathnnd,Tulu
.,sym
kuri,Kannada
haalalli,Kannada
nore,Kannada
jaasthi,Kannada
.,sym
jp,Name
bhai,Other
er,Tulu
wanji,Tulu
dina,Kannada
malla,Tulu
actor,English
aapar,Tulu
thule,Tulu
.,sym
Nikulu,Tulu
ovu,Tulu
rollla,Mixed
malpule,Tulu
.,sym
Full,English
Filmn,Mixed
badle,Tulu
.,sym
Yenk,Tulu
tulu,Name
barpunjji,Tulu
I,English
am,English
from,English
Telugu,Name
but,English
I,English
love,English
tulu,Name
lauguege,English
.,sym
Endre,Other
sawre,Other
comedy,English
ako,Other
padichi,Other
aakorla,Other
.,sym
baari,Tulu
eDDe,Tulu
uamDu,Tulu
picher,English
.,sym
Mann,English
avoo,English
Where,English
s,English
Comedy,English
Rama,Name
mandira,Location
atthu,Tulu
ninna,Tulu
ammerna,Tulu
mandira,Location
.,sym
Swami,Kannada
ajja,Kannada
kapule,Tulu
.,sym
Elya,Tulu
eppunagada,Tulu
Nenap,Tulu
aand,Tulu
enden,Tulu
tudu,Name
.,sym
Annare,Tulu
part,English
upload,English
malpule,Tulu
.,sym
iambenaa,Tulu
maaya,Tulu
aayina,Tulu
puklin,Tulu
olpa,Tulu
naaDuna,Tulu
marre,Tulu
.,sym
thumbaa,Kannada
chennaagide,Kannada
sar,English
.,sym
Pudar,Tulu
dithijjidu,Tulu
bokka,Tulu
banji,Tulu
nilke,Tulu
thelithina,Tulu
scene,English
.,sym
Onji,Tulu
yearda,Mixed
vishyogu,Tulu
saagara,Kannada
loka,Kannada
kola,Tulu
agel,Tulu
explanation,English
.,sym
Ajji,Kannada
na,Kannada
entry,English
acting,English
.,sym
Ayo,Tulu
devare,Tulu
thelthud,Tulu
thelthud,Tulu
sakand,Tulu
.,sym
Naveenanna,Name
malla,Tulu
namaskara,Kannada
.,sym
Excellent,English
act,English
Manju,Name
.,sym
Yedde,Tulu
comedy,English
.,sym
Part,English
epa,Tulu
padvar,Tulu
.,sym
Pudar,Tulu
chenj,English
malpule,Tulu
bale,Tulu
bappar,Tulu
patherle,Tulu
dile,Tulu
.,sym
Kudladakul,Tulu
onji,Tulu
like,English
vottule,Tulu
.,sym
Walteranna,Kannada
aik,Tulu
nanonji,Tulu
pipe,Tulu
padth,Tulu
kornda,Tulu
aandathe,Tulu
.,sym
enna,Tulu
mokeda,Tulu
vaalTar,Name
aNNana,Kannada
kiri,Tulu
kiri,Tulu
.,sym
Achchaa,Tulu
thu,Tulu
Kukkula,Tulu
deethije,Tulu
gonkula,Tulu
deethije,Tulu
.,sym
Punchn,Mixed
jasthi,Tulu
adu,Tulu
alakka,Tulu
porhundu,Tulu
.,sym
Carrot,English
ero,Kannada
hudga,Kannada
.,sym
End,English
good,English
masseges,English
are,English
so,English
much,English
beautiful,English
masseges,English
samajakk,Tulu
kadetha,Tulu
massege,English
shokuda,Tulu
massege,English
ithnd,Tulu
.,sym
eamklaa,Tulu
kuli,Tulu
bene,Tulu
uamDu,Tulu
enalaa,Tulu
barode,Tulu
DaakTare,Tulu
.,sym
onji,Tulu
thingoland,Tulu
savuthavu,Tulu
mint,Tulu
mint,Tulu
video,English
padune,Tulu
neek,Tulu
dhane,Tulu
full,English
movien,Mixed
padnda,Tulu
.,sym
Pottanda,Tulu
ragale,Tulu
ijji,Tulu
.,sym
Part,English
paduna,Tulu
pland,Mixed
ejjara,Tulu
anna,Kannada
.,sym
Banglored,Mixed
olpa,Tulu
aini,Tulu
Nextda,Mixed
yapa,Tulu
.,sym
baari,Tulu
shhoku,Tulu
aathmD,Tulu
.,sym
Prasamsha,Kannada
team,English
spr,English
cmdy,English
.,sym
thuLu,Name
svalpa,Kannada
svalpa,Kannada
arthha,Kannada
aaythu,Kannada
aadre,Kannada
kaamiDi,English
maathra,Kannada
baari,Kannada
chemda,Kannada
porlu,Tulu
iththu,Kannada
.,sym
Arunanne,Name
super,English
acting,English
.,sym
Tulu,Name
web,English
series,English
yedde,Tulu
prayathna,Kannada
yedde,Tulu
avad,Tulu
.,sym
Most,English
of,English
comments,English
section,English
filled,English
with,English
mangalorean,Location
searching,English
for,English
maya,Tulu
atina,Tulu
pukuli,Tulu
.,sym
Super,English
ajji,Kannada
.,sym
wa,Tulu
porluda,Tulu
thelikke,Tulu
marre,Tulu
last,English
year,English
da,Tulu
session,English
dla,Tulu
e,Tulu
ponnana,Tulu
thelikke,Tulu
thoothe,Tulu
.,sym
Atidonji,Tulu
Dina,Tulu
movie,English
please,English
.,sym
yernla,Tulu
copy,English
malpujar,Tulu
comdy,English
er,Tulu
ave,Tulu
erg,Tulu
point,English
.,sym
masth,Tulu
soku,Tulu
undu,Tulu
anna,Kannada
nataka,Kannada
yeth,Tulu
sala,Tulu
thundala,Tulu
bejar,Tulu
apuji,Tulu
kudala,Tulu
thukande,Tulu
apundu,Tulu
.,sym
Vary,English
good,English
hindu,Name
Urdu,Name
kudi,Kannada
balbakadara,Kannada
inta,Kannada
nataka,Kannada
galannu,Kannada
hakire,Kannada
.,sym
very,English
boar,English
episode,English
comedy,English
ijji,Tulu
net,Tulu
.,sym
Natakada,Kannada
kaali,Tulu
Audio,English
kenreg,Tulu
aat,Tulu
yedde,Tulu
aapujji,Tulu
Ayta,Tulu
natane,Tulu
tundala,Tulu
matra,Tulu
ayta,Tulu
satva,Tulu
gottapundu,Tulu
.,sym
Nange,Kannada
yenu,Kannada
arta,Kannada
agilla,Kannada
.,sym
Rakshan,Name
itthnda,Tulu
punch,English
kammi,Tulu
aavandh,Tulu
.,sym
kathe,Kannada
naTane,Kannada
hinnele,Kannada
samgitha,Kannada
chhaayaagrahaNa,Kannada
adbhuthavaagide,Kannada
.,sym
Ajjan,Tulu
nambhinaklen,Tulu
ajja,Kannada
kai,Kannada
budpujerndh,Tulu
baari,Tulu
porludu,Tulu
thopadh,Tulu
korthar,Tulu
solmelu,Tulu
.,sym
Rajesh,Name
ijjandhe,Tulu
bore,English
aapundu,Tulu
.,sym
vaalTar,Name
sar,English
nyaaya,Kannada
paravaagi,Kannada
nimthukomDu,Kannada
maathanaaDidakke,Kannada
nimage,Kannada
dhanyavaadagaLu,Kannada
.,sym
masth,Tulu
shokathnd,Tulu
ajjana,Kannada
ashirvada,Kannada
swami,Kannada
koragajja,Name
.,sym
Cd,English
thikkunda,Tulu
thuyere,Tulu
.,sym
nepali,Tulu
bashed,Kannada
pukli,Tulu
panda,Tulu
love,English
ata,Tulu
ninna,English
pukli,Tulu
er,Tulu
.,sym
Dheeraj,Name
rai,Name
edde,Tulu
pada,Tulu
.,sym
I,English
want,English
to,English
watch,English
the,English
whole,English
nataka,Kannada
where,English
can,English
I,English
find,English
this,English
Link,English
.,sym
Super,English
byakankara,Kannada
comedy,English
.,sym
Nana,Tulu
yena,Tulu
Maya,Kannada
apunda,Tulu
.,sym
ajja,Kannada
ire,Tulu
kaapula,Tulu
ajja,Kannada
.,sym
Baleg,Tulu
tinare,Tulu
chips,English
tikka,Tulu
.,sym
Swami,Kannada
Ajja,Kannada
kapadle,Tulu
.,sym
klaimyaaks,English
yedde,Tulu
aayiji,Tulu
comedy,English
suprrr,English
.,sym
I,English
forgot,English
to,English
mention,English
dat,English
punch,English
abt,English
dengd,Tulu
kullulud,Tulu
abt,Tulu
PAK,Tulu
hahahahahaa,English
.,sym
Madmal,Tulu
bari,Tulu
porlu,Tulu
.,sym
Sir,English
Gamjaal,Name
Digital,English
Right,English
apa,Tulu
korpar,Tulu
tvdu,Mixed
.,sym
Bro,English
namma,Kannada
manile,Kannada
Eda,Kannada
thara,Kannada
agithu,Kannada
bro,English
home,English
theatergi,Mixed
connect,English
huu,Kannada
.,sym
sonte,Tulu
atthe,Tulu
bonte,Tulu
.,sym
Full,English
movie,English
yepa,Tulu
upload,English
manpuvar,Tulu
comedy,English
.,sym
marmaye,Tulu
hireu,English
jaasthi,Tulu
komiDi,English
.,sym
haLe,Kannada
noTu,Kannada
noDuvaaga,Kannada
manassige,Kannada
thumbaa,Kannada
bejaar,Kannada
aaguththe,Kannada
.,sym
Tie,English
dalpa,Tulu
komana,Tulu
kattunda,Tulu
aapunda,Tulu
.,sym
Pukuli,Tulu
pukuli,Tulu
meri,Other
pukuli,Tulu
mayako,Other
.,sym
Bppar,Tulu
jasthi,Kannada
anndu,Tulu
.,sym
Please,English
upload,English
kasoldipar,Tulu
pudar,Tulu
deethiji,Tulu
akka,Kannada
aduperla,Tulu
yavu,Tulu
nikulu,Tulu
matha,Tulu
ullaratha,Tulu
.,sym
Ee,Tulu
mumbaig,Mixed
pothjana,Tulu
.,sym
Airport,English
dakleg,Tulu
e,Tulu
jajan,Tulu
thudu,Tulu
thudu,Tulu
bodid,Tulu
uppu,Tulu
.,sym
Film,English
SUPER,English
undu,Tulu
.,sym
Raang,Other
movie,English
upload,English
malpule,Tulu
.,sym
machjaa,Kannada
id,Kannada
nan,Location
.,sym
Full,English
movie,English
padle,Tulu
ye,Tulu
please,English
.,sym
Naraka,Tulu
pura,Tulu
enchina,Tulu
video,English
yedde,Tulu
video,English
manpule,Tulu
masth,Tulu
jana,Kannada
tuper,Tulu
.,sym
Daye,Tulu
Anna,Kannada
bgmda,Mixed
Tamil,Name
songn,Mixed
padunu,Tulu
.,sym
Nice,English
song,English
pukuli,Tulu
baari,Tulu
shokunduye,Tulu
.,sym
Naida,Tulu
mage,Tulu
bvrc,Tulu
Vijaya,Name
daye,Tulu
deetera,Tulu
.,sym
Mande,Tulu
sarta,Tulu
malpyare,Tulu
aapuji,Tulu
imbe,Tulu
wa,Tulu
photographerge,Mixed
.,sym
Devadas,Name
sirna,Mixed
voicen,Mixed
imitate,English
super,English
boss,English
congrats,English
.,sym
shok,Tulu
ettind,Tulu
ye,Tulu
.,sym
Walter,Name
sir,English
ee,Tulu
bajarinakulu,Tulu
oolu,Tulu
thikkier,Tulu
.,sym
Pukuli,Tulu
Maya,Kannada
Wa,English
marl,Tulu
mare,Tulu
.,sym
Sundar,Name
bangadi,Name
.,sym
Pukuli,Tulu
tikknda,Tulu
yereg,Tulu
andala,Tulu
mangloreans,English
.,sym
yemth,Kannada
saavaa,Kannada
pukuli,Tulu
maayaak,Tulu
.,sym
Duddu,Tulu
orind,Tulu
mamuna,Tulu
.,sym
Undu,Tulu
yede,Tulu
team,English
mokuna,Tulu
lakumi,Name
team,English
natakada,Kannada
naveen,Name
anne,Kannada
undete,Tulu
etheru,Tulu
.,sym
SwAmi,Kannada
koragajja,Name
kapule,Tulu
.,sym
Bobbe,Tulu
kammi,Tulu
padle,Tulu
.,sym
I,English
love,English
entire,English
script,English
masth,Tulu
ista,Kannada
andu,Tulu
.,sym
Hendathi,Kannada
kooda,Kannada
oĺle,Kannada
acter,English
.,sym
Ab,Other
bade,Other
fayde,Other
.,sym
super,English
comedy,English
marree,Tulu
.,sym
Nimage,Kannada
hindhu,Name
dharma,Kannada
ve,Kannada
siguda,Kannada
comedy,English
madlikke,Kannada
Namma,Kannada
devarannu,Kannada
e,Kannada
reethi,Kannada
naave,Kannada
avahelana,Kannada
madire,Kannada
.,sym
Musth,Tulu
ista,Kannada
and,Tulu
nanaath,Tulu
Namma,Kannada
thulanad,Name
thopavnanchina,Tulu
chitranag,Kannada
kapuvamatha,Tulu
kalavidhrgla,Kannada
solmelu,Tulu
.,sym
Kudonji,Tulu
nataka,Kannada
malpule,Tulu
pls,English
.,sym
Kalavati,Name
Dayanand,Name
voicege,Mixed
.,sym
Yan,Tulu
lakkad,Tulu
korpae,Tulu
e,Tulu
kankane,Tulu
paad,Tulu
.,sym
Please,English
next,English
partnnu,Mixed
haki,Kannada
sir,English
.,sym
bluTuth,English
yus,English
malthomdu,Tulu
spaaT,English
Dailaag,English
rekaarDimge,English
yus,English
maldolilaa,Tulu
.,sym
Nigale,Tulu
byari,Tulu
base,Tulu
super,English
.,sym
Sandeep,Name
Anna,Kannada
Shetty,Name
Super,English
.,sym
baari,Tulu
porlu,Tulu
aathumDu,Tulu
.,sym
Super,English
athnd,Tulu
annanala,Tulu
akkanala,Tulu
acting,English
.,sym
Yaan,Tulu
Maskiri,Kannada
kudlada,Location
malla,Tulu
faan,English
aitla,Tulu
dpak,Name
anne,Kannada
.,sym
Shuruk,Tulu
comedy,English
malpun,Tulu
last,English
g,Tulu
msg,English
korpun,Tulu
undhe,Tulu
aand,Tulu
.,sym
ne,Tulu
episodela,Mixed
paadle,Tulu
.,sym
Op,Tulu
comedy,English
mare,Tulu
.,sym
full,English
video,English
padle,Tulu
yanori,Tulu
baroliya,Tulu
da,Tulu
.,sym
K,English
serusko,Kannada
meaning,English
ppz,English
.,sym
Super,English
song,English
dada,Other
.,sym
Modla,Kannada
kannadakke,Kannada
mareyade,Kannada
kodod,Kannada
kali,Kannada
r,Kannada
le,Kannada
nimmour,Kannada
tull,Kannada
.,sym
Super,English
comedy,English
maza,Other
aya,Other
.,sym
Super,English
super,English
super,English
comedy,English
yee,Tulu
.,sym
Super,English
appe,Tulu
I,English
love,English
you,English
ajji,Kannada
.,sym
Yenna,Tulu
fav,English
song,English
.,sym
Kala,Kannada
tarangada,Kannada
dumbu,Tulu
pira,Tulu
yennile,Tulu
nataka,Kannada
upload,English
malpule,Tulu
.,sym
Pukuli,Tulu
songn,Mixed
imbe,Tulu
raisadhe,Tulu
Pukuli,Tulu
dong,English
fan,English
from,English
kasaragod,Location
.,sym
comedy,English
aath,Tulu
itthji,Tulu
bt,English
performance,English
yedde,Tulu
itthnd,Tulu
dinakarannana,Tulu
act,English
superb,English
real,English
director,English
.,sym
Ooooo,English
mukulu,Tulu
dada,Tulu
thirtha,Kannada
meeyere,Tulu
baidina,Tulu
.,sym
Super,English
swami,Kannada
koraga,Name
ajja,Kannada
.,sym
supar,English
supar,English
kaamiDi,English
.,sym
hats,English
up,English
naveenanna,Name
.,sym
Really,English
actng,English
what,English
a,English
beautiful,English
tulu,Name
cinemag,Mixed
ninna,Kannada
lekka,Tulu
actor,English
bod,Tulu
best,English
of,English
luck,English
baby,English
.,sym
Comedy,English
bhari,Tulu
laiku,Tulu
undu,Tulu
full,English
movie,English
link,English
unda,Tulu
.,sym
Bale,Tulu
telipale,Tulu
super,English
apudu,Tulu
.,sym
Wow,English
super,English
attundu,Tulu
.,sym
over,English
acting,English
sandeep,Name
shetty,Name
dressing,English
Sen,English
s,English
nt,English
gud,English
Riya,Name
palekar,Tulu
.,sym
Pukuli,Tulu
pannet,Tulu
aandh,Tulu
pothel,Tulu
panthunda,Tulu
.,sym
Nama,Tulu
thulu,Name
bhase,Kannada
kuda,Tulu
nama,Tulu
bollilu,Tulu
owegla,Tulu
kammi,Tulu
ejji,Tulu
.,sym
Saripandar,Tulu
waltersir,Name
pornjovu,Tulu
Andala,Tulu
Avu,Tulu
Mokalna,Tulu
porjoverdala,Tulu
bhaynkara,Tulu
andatta,Tulu
galate,Tulu
.,sym
Pls,English
sar,English
full,English
nataka,Kannada
padle,Tulu
pls,English
.,sym
Super,English
comedyge,Mixed
.,sym
Arvind,Name
bolar,Location
na,Tulu
mast,Tulu
yedde,Tulu
aathnd,Tulu
.,sym
Dagalbajilu,Tulu
moovie,English
padle,Tulu
.,sym
Banana,English
boba,Tulu
Nina,Kannada
super,English
comdy,English
.,sym
Galate,Kannada
apuna,Tulu
andhaj,Tulu
undu,Tulu
.,sym
kushiyaand,Tulu
As,English
usual,English
Waler,Name
sir,English
.,sym
Undu,Tulu
Tulu,Name
seriala,Mixed
atth,Tulu
tamila,Mixed
.,sym
Plz,English
upload,English
ammer,Tulu
polisa,English
.,sym
Nhimmh,Kannada
dhuddu,Kannada
PACL,English
bhynnki,Kannada
haki,Kannada
ghamissbhydi,Kannada
written,English
by,English
padmavathi,Name
LIC,English
medam,English
.,sym
Waiting,English
for,English
tula,Kannada
movie,English
Aatidonji,Tulu
dina,Tulu
trailerre,Mixed
bari,Tulu
sokunduuu,Tulu
.,sym
mukleg,Tulu
copy,English
right,English
manthdh,Tulu
video,English
padndalla,Tulu
monetize,English
athnd,Tulu
.,sym
Super,English
suresh,Name
anna,Kannada
and,English
erna,Tulu
team,English
god,English
bless,English
.,sym
Niklena,Tulu
video,English
n,Tulu
time,English
thye,Tulu
.,sym
Good,English
luck,English
Prashanth,Name
anna,Kannada
.,sym
Mool,Tulu
thuLu,Name
bhashe,Kannada
da,Tulu
comment,English
dayeg,Tulu
panned,Tulu
.,sym
Anchala,Tulu
maya,Kannada
aapund,Tulu
panda,Tulu
encha,Tulu
Nepali,Location
police,English
onthe,Tulu
naadle,Tulu
pls,English
.,sym
Anyone,English
after,English
bolar,Location
troll,English
Pukuli,Tulu
nan,Tulu
magna,Kannada
Pooki,Tulu
ammakoo,Tulu
next,English
song,English
Super,English
pukuli,Tulu
.,sym
thuyare,Tulu
khushhi,Kannada
aapumDu,Tulu
supar,English
kaamiDi,English
.,sym
Niklena,Tulu
moke,Tulu
ashirvada,Kannada
